-3.688240545,-3.695868859,-3.706537611,-3.71867614,-3.707289185,-3.693233743,-3.677474835,-3.665414759,-3.645303698,-3.634115699,-3.628715635,-3.616303279,-3.595400363,-3.587838719,-3.561531023,-3.528037212,-3.483306365,-3.433538197,-3.398870563,-3.366952953,-3.33262766,-3.306194181,-3.294799592,-3.313455635,-3.272772142,-3.202959052,-3.104934694,-3.053692738,-2.991903705,-2.961255384,-2.942440912,-2.942723685,-2.898786217,-2.879264492,-2.854452318,-2.825813829,-2.762242792,-2.712853788,-2.658880057,-2.642428929,-2.582907103,-2.582661217,-2.557292628,-2.584593032,-2.574574819,-2.621292946,-2.640809147,-2.674804688,-2.646565941,-2.620177025,-2.594388427,-2.625005411,-2.646233322,-2.700649003,-2.804135224,-2.924166074,-3.021336876,-3.05795409,-3.096998986,-3.116357934,-3.153523159,-3.154919411,-3.167693581,-3.181525306,-3.186153563,-3.183675366,-3.192748785,-3.215840135,-3.230152674,-3.236666084,-3.240421886,-3.254384785,-3.247378599,-3.24430766,-3.251002893,-3.290469611,-3.315925832,-3.316023402,-3.332565635,-3.344980846,-3.356544074,-3.333980483,-3.304998865,-3.300934059,-3.309018412,-3.314174808,-3.308300571,-3.291525997,-3.273765871,-3.236592413,-3.202802838,-3.176640194,-3.155678841,-3.129575115,-3.126146506,-3.115389794,-3.110330801,-3.067746002,-3.050682554,-3.033875433,-3.041177428,-3.030420018,-3.041334858,-3.051744167,-3.078376292,-3.073407068,-3.088739278,-3.080867335,-3.088118801,-3.075568451,-3.067757252,-3.060341605,-3.055702315,-3.039256155,-3.031296044,-3.020677294,-3.00510472,-2.996907516,-2.989842311,-2.994475808,-2.963993561,-2.933464531,-2.898320947,-2.868089419,-2.838816399,-2.832124076,-2.822373373,-2.900507194
-3.630267838,-3.699601956,-3.683590175,-3.680211488,-3.671341402,-3.6556621,-3.65444926,-3.646755618,-3.628872614,-3.617184826,-3.612612176,-3.598358804,-3.584421876,-3.567062737,-3.552091783,-3.51750604,-3.487244982,-3.441362069,-3.413920893,-3.376166859,-3.341165103,-3.306272537,-3.290928218,-3.292562043,-3.281261761,-3.234244601,-3.180891839,-3.139978857,-3.101639347,-3.063058662,-3.057962416,-3.040664043,-3.001678358,-2.942936557,-2.900348049,-2.856109794,-2.79886277,-2.750267661,-2.720227931,-2.713356336,-2.699096685,-2.697851905,-2.70484219,-2.720882563,-2.733763118,-2.757195068,-2.786110653,-2.780936073,-2.730480608,-2.674619718,-2.672477723,-2.716878816,-2.769859969,-2.832800534,-2.936042257,-2.989779398,-3.04215757,-3.052411816,-3.083523551,-3.093690416,-3.115617516,-3.123954785,-3.144158745,-3.152228979,-3.155799329,-3.152818842,-3.166486278,-3.185194859,-3.199864074,-3.207562784,-3.213949196,-3.218564919,-3.207471787,-3.193256615,-3.194000894,-3.229992074,-3.256041108,-3.261906454,-3.28244691,-3.295459338,-3.301272616,-3.284581834,-3.259544877,-3.25325522,-3.264222822,-3.265532966,-3.270538831,-3.243656683,-3.220816707,-3.185012165,-3.15206149,-3.131836504,-3.116583506,-3.096046546,-3.086542066,-3.079454968,-3.064223132,-3.033635999,-3.011476034,-3.009065107,-3.011936896,-3.014587781,-3.034223153,-3.054128844,-3.075443463,-3.081905728,-3.099913126,-3.101650384,-3.10623172,-3.101708192,-3.093690166,-3.082205387,-3.069048819,-3.05121298,-3.038162502,-3.019035665,-3.002828124,-2.986257776,-2.98155216,-2.976870804,-2.957788572,-2.937056433,-2.916275867,-2.887354099,-2.869073445,-2.863978417,-2.882172363,-2.862542399
-3.611759212,-3.646430746,-3.640140431,-3.645595536,-3.643357894,-3.6367073,-3.639866158,-3.636541181,-3.628697013,-3.621936222,-3.61943292,-3.607456865,-3.591889817,-3.575692441,-3.562261047,-3.530154505,-3.506474861,-3.471018842,-3.449737424,-3.41036713,-3.375797045,-3.341556753,-3.318112665,-3.302591157,-3.307270556,-3.285998402,-3.257812981,-3.233177721,-3.207058346,-3.180787228,-3.173614277,-3.150918915,-3.113522614,-3.042251144,-2.976248275,-2.928846312,-2.887047403,-2.858393431,-2.838382765,-2.842706878,-2.85206265,-2.856100749,-2.863024924,-2.870640282,-2.886673258,-2.902493626,-2.918936547,-2.887659292,-2.81388053,-2.741128016,-2.748155171,-2.803596029,-2.873594654,-2.939011965,-3.01698898,-3.043870099,-3.070142843,-3.078279206,-3.098557284,-3.099472162,-3.105241621,-3.112406953,-3.133614947,-3.136146187,-3.139324934,-3.140723912,-3.156348353,-3.173561335,-3.189145307,-3.203833344,-3.205315161,-3.197820053,-3.184192223,-3.163031157,-3.158298779,-3.180824191,-3.202259246,-3.218643741,-3.240977094,-3.254065695,-3.265577858,-3.255807021,-3.239575439,-3.232689344,-3.237460521,-3.237347412,-3.239886516,-3.205901142,-3.179415306,-3.154260251,-3.136031757,-3.110656148,-3.092257613,-3.076301649,-3.069162036,-3.057176054,-3.043815384,-3.029051007,-3.017764438,-3.010704834,-3.007788478,-3.011855418,-3.032181308,-3.05740685,-3.085345504,-3.104924468,-3.131327393,-3.142659921,-3.146392689,-3.144713007,-3.135240012,-3.124507769,-3.111881312,-3.095904719,-3.084353654,-3.058543201,-3.039924311,-3.017119581,-3.008733605,-2.992150649,-2.981004411,-2.962521674,-2.94766374,-2.917746425,-2.897925048,-2.892060014,-2.899030666,-2.864929124
-3.549722586,-3.576721885,-3.572877768,-3.586475763,-3.593251434,-3.599957258,-3.604883321,-3.609109723,-3.604341209,-3.602257966,-3.598985407,-3.59260034,-3.581835429,-3.569568871,-3.553576913,-3.526513635,-3.506040223,-3.477803158,-3.456318473,-3.426762892,-3.396888726,-3.362685558,-3.332782087,-3.312024859,-3.312398292,-3.299056065,-3.285467488,-3.276628537,-3.265881676,-3.250547019,-3.248885484,-3.240885986,-3.217012131,-3.161675673,-3.101889278,-3.067677366,-3.043029196,-3.024030671,-3.010332702,-3.010287003,-3.01249016,-3.005099147,-2.995725342,-2.99715538,-3.004273014,-3.008676942,-3.007645779,-2.971977623,-2.881102136,-2.791906605,-2.788929846,-2.852902678,-2.925788591,-2.988000375,-3.050731834,-3.081488288,-3.097157196,-3.10077456,-3.100935088,-3.097122498,-3.096688492,-3.101616926,-3.112697612,-3.114788406,-3.115046639,-3.121324005,-3.133460198,-3.149759377,-3.162137486,-3.180998375,-3.182514163,-3.174952532,-3.15740491,-3.134065189,-3.116706448,-3.132396653,-3.139156151,-3.151969753,-3.173482293,-3.189726385,-3.206833477,-3.209130895,-3.200463372,-3.198379941,-3.194102311,-3.189910902,-3.191248437,-3.163731414,-3.141438352,-3.121723145,-3.100891701,-3.078029872,-3.056585204,-3.04676865,-3.042233932,-3.033735645,-3.02965869,-3.020584674,-3.016348492,-3.013328032,-3.010009764,-3.011675031,-3.023014523,-3.045331919,-3.070971057,-3.092515267,-3.121625233,-3.138717544,-3.145621843,-3.143825219,-3.137972771,-3.128269073,-3.115063177,-3.097387144,-3.08454861,-3.060789673,-3.042913446,-3.022383291,-3.007939274,-2.989694636,-2.97912501,-2.964982289,-2.955675623,-2.93199851,-2.91785326,-2.912660993,-2.912872768,-2.90228618
-3.468901051,-3.486187511,-3.483125512,-3.498758259,-3.512682121,-3.533571175,-3.551920664,-3.564406683,-3.563414802,-3.563830326,-3.563181538,-3.562212669,-3.557916538,-3.552411518,-3.540152137,-3.520091995,-3.50296886,-3.484069201,-3.463017509,-3.442139947,-3.419014768,-3.3921839,-3.364484387,-3.345135255,-3.336645104,-3.32409839,-3.316981093,-3.315036046,-3.310347794,-3.300843625,-3.304661634,-3.308365813,-3.295880158,-3.267090913,-3.231506358,-3.214544091,-3.203398868,-3.190093771,-3.180881681,-3.170027014,-3.157062109,-3.137443401,-3.1159985,-3.108609647,-3.103369156,-3.093839494,-3.080174189,-3.047790825,-2.957028816,-2.875962047,-2.866673261,-2.922667866,-2.985595358,-3.03493084,-3.08078231,-3.105381333,-3.104793244,-3.101568415,-3.088202146,-3.083815435,-3.087760608,-3.093748071,-3.096049648,-3.098181474,-3.092235761,-3.098502103,-3.101072033,-3.112594872,-3.120705143,-3.143236263,-3.143435097,-3.1363257,-3.11841647,-3.103743034,-3.080535512,-3.088751193,-3.077062881,-3.081397391,-3.094984619,-3.110030482,-3.12155326,-3.136220679,-3.135923207,-3.145478108,-3.142686491,-3.140976797,-3.142747832,-3.129364521,-3.113352424,-3.10236008,-3.076397516,-3.061848564,-3.040828017,-3.033653976,-3.032336704,-3.032489523,-3.031775037,-3.026747726,-3.023354776,-3.027193727,-3.024470518,-3.030148651,-3.035195205,-3.053199323,-3.06696656,-3.088137444,-3.111821571,-3.130875167,-3.1400106,-3.137157051,-3.130533664,-3.123254021,-3.109661306,-3.096890592,-3.08070341,-3.06281896,-3.042983816,-3.026738055,-3.009158019,-2.99582854,-2.982893566,-2.974482887,-2.964376622,-2.947240184,-2.945429077,-2.944374445,-2.941259399,-2.94237169
-3.408851313,-3.396526026,-3.396749797,-3.41003581,-3.42324961,-3.459603431,-3.495905154,-3.519519403,-3.522335111,-3.532057895,-3.538268697,-3.546335394,-3.540940755,-3.540652477,-3.529892861,-3.519740078,-3.509078247,-3.501037633,-3.484695976,-3.467122935,-3.447503179,-3.428652375,-3.401644659,-3.386223897,-3.376595876,-3.368142658,-3.358631745,-3.363156182,-3.360125274,-3.357268803,-3.36146805,-3.370715372,-3.36426385,-3.35361972,-3.331155565,-3.319273191,-3.309223779,-3.294361939,-3.283201133,-3.267125854,-3.246123393,-3.225041804,-3.199036004,-3.186526104,-3.172426513,-3.157337433,-3.142293622,-3.121879144,-3.056899217,-3.004647652,-2.990290366,-3.018983864,-3.057313398,-3.082804447,-3.105302951,-3.117355662,-3.111149003,-3.106375489,-3.087250342,-3.081491649,-3.085431226,-3.090208583,-3.087768723,-3.086939853,-3.077689556,-3.080042761,-3.067861593,-3.070548629,-3.067383954,-3.084694063,-3.082077342,-3.083339486,-3.077780839,-3.072914912,-3.047488573,-3.044699324,-3.020086816,-3.016683284,-3.019661761,-3.030806153,-3.038180506,-3.052720472,-3.05696944,-3.071538798,-3.076742185,-3.081912259,-3.090543261,-3.090197591,-3.083336572,-3.080553536,-3.061094139,-3.062161821,-3.058883698,-3.063324441,-3.074960617,-3.07418847,-3.064743175,-3.047139213,-3.038729102,-3.036593648,-3.03584833,-3.040971366,-3.047525593,-3.061724542,-3.070249527,-3.08713131,-3.105383867,-3.122498465,-3.133189065,-3.130868905,-3.122994037,-3.117183126,-3.102506021,-3.09270094,-3.075721408,-3.062000533,-3.042966044,-3.025798405,-3.010738151,-2.999523443,-2.988557742,-2.984106085,-2.975797619,-2.967262573,-2.972107129,-2.975210951,-2.971975012,-2.974949987
-3.403773963,-3.399986046,-3.390713866,-3.393260435,-3.398847432,-3.431565426,-3.476682035,-3.501306049,-3.506810975,-3.521139564,-3.531520989,-3.542326548,-3.53718927,-3.539378266,-3.535598269,-3.533349361,-3.522228897,-3.52060392,-3.513703078,-3.500320483,-3.482706515,-3.467872998,-3.443887577,-3.430501288,-3.424045372,-3.421820902,-3.41477102,-3.421204976,-3.421637186,-3.42645472,-3.431310005,-3.438770333,-3.435159249,-3.43023412,-3.411011757,-3.393765499,-3.375602659,-3.355329504,-3.341055724,-3.323868073,-3.30418204,-3.284545009,-3.261663707,-3.245914246,-3.226585103,-3.207838362,-3.198822262,-3.18646494,-3.153417318,-3.131111328,-3.118807459,-3.118103636,-3.125658388,-3.126741354,-3.129432629,-3.123771396,-3.113702202,-3.11135318,-3.098867695,-3.092768228,-3.090466671,-3.094273315,-3.0967919,-3.089954,-3.076000114,-3.069759092,-3.045699572,-3.034815621,-3.015603785,-3.020547239,-3.020561416,-3.028509683,-3.035345832,-3.04190425,-3.022394234,-3.011509943,-2.980595021,-2.97286908,-2.972143485,-2.979152222,-2.979709361,-2.990189686,-3.0013236,-3.018302728,-3.025744103,-3.0376003,-3.053549233,-3.059893713,-3.053954431,-3.054690167,-3.05154153,-3.067857783,-3.076327606,-3.089653779,-3.10279506,-3.104766819,-3.085862184,-3.063778174,-3.050444308,-3.046469684,-3.039962309,-3.046519277,-3.056023666,-3.071865543,-3.079410344,-3.097689258,-3.111714139,-3.125160243,-3.127028085,-3.127451176,-3.12014432,-3.120256127,-3.105105285,-3.096214061,-3.080902254,-3.069250943,-3.048080911,-3.029630895,-3.019670558,-3.011114011,-3.001014445,-2.999731497,-2.99313842,-2.98913562,-2.988541828,-2.993451197,-2.997528031,-3.000931799
-3.425759139,-3.432320089,-3.414967173,-3.401195213,-3.397138968,-3.420333745,-3.465457759,-3.488750229,-3.49727795,-3.513165889,-3.522936951,-3.534877516,-3.535228084,-3.541443329,-3.541816745,-3.545155891,-3.535837159,-3.537796282,-3.535307195,-3.525412508,-3.508488128,-3.49300307,-3.472005428,-3.462392065,-3.45748151,-3.458511287,-3.454366465,-3.459637093,-3.461574527,-3.469179228,-3.474763094,-3.48156464,-3.480241552,-3.47902248,-3.461595629,-3.442994869,-3.41967568,-3.396958709,-3.378012608,-3.357157808,-3.335888514,-3.315537495,-3.294172995,-3.280142251,-3.262640454,-3.24816205,-3.23894378,-3.229656547,-3.209458533,-3.197996008,-3.18515841,-3.174271522,-3.166943777,-3.160865831,-3.151110259,-3.137744356,-3.12323615,-3.127494025,-3.123822012,-3.117645528,-3.108445197,-3.106860298,-3.109082937,-3.09720351,-3.073743564,-3.057987063,-3.027129189,-3.006768958,-2.983024548,-2.981552038,-2.97975055,-2.989294106,-2.998138564,-3.007781966,-2.989315072,-2.977876875,-2.951874944,-2.950959797,-2.955313225,-2.968404344,-2.966110895,-2.967631624,-2.968202007,-2.980820651,-2.984811025,-3.00345222,-3.023391727,-3.040375645,-3.050261426,-3.066927208,-3.086734674,-3.113357671,-3.127116599,-3.14102716,-3.143947188,-3.137217057,-3.111121383,-3.080303847,-3.060428809,-3.053784826,-3.042992036,-3.05030349,-3.060221136,-3.076664536,-3.085802925,-3.10343258,-3.116596041,-3.125116475,-3.121284127,-3.125241294,-3.120893162,-3.123192323,-3.106304137,-3.095384665,-3.078497985,-3.066903711,-3.046167279,-3.030932591,-3.018098998,-3.012614882,-3.001251184,-3.00417057,-3.001070556,-3.000623954,-2.999110199,-3.004937844,-3.006837342,-3.009099692
-3.463713344,-3.46035233,-3.438102426,-3.410178985,-3.396449241,-3.419512074,-3.465955981,-3.488556588,-3.495221987,-3.508341972,-3.51610814,-3.531333247,-3.540369084,-3.551707712,-3.556040366,-3.563244552,-3.559477385,-3.561924417,-3.558113658,-3.544819371,-3.527097751,-3.5073712,-3.484012442,-3.475729005,-3.474292015,-3.478344131,-3.474770007,-3.475117061,-3.473196084,-3.479299264,-3.484059645,-3.490811297,-3.493716888,-3.497213948,-3.485841603,-3.469262876,-3.4479666,-3.424393445,-3.403471541,-3.379364661,-3.35670343,-3.335161056,-3.316138731,-3.30095419,-3.288939014,-3.27958613,-3.271710996,-3.266768574,-3.25757811,-3.251791326,-3.240542215,-3.22484571,-3.213500096,-3.202312556,-3.18280989,-3.164864403,-3.150399434,-3.160064504,-3.164328817,-3.15821289,-3.146446652,-3.133775416,-3.123143592,-3.101883871,-3.067586003,-3.042431948,-3.009524266,-2.987009786,-2.967690872,-2.963862233,-2.95651302,-2.96117087,-2.970317019,-2.976639294,-2.961001223,-2.950196998,-2.93148261,-2.932883424,-2.934535698,-2.951973705,-2.954989665,-2.955127188,-2.948834969,-2.961929177,-2.969974611,-2.993724423,-3.014759359,-3.044148405,-3.078019003,-3.10873743,-3.141078031,-3.166367182,-3.184692514,-3.190965069,-3.182934525,-3.160613214,-3.128885919,-3.086471077,-3.070365666,-3.060655617,-3.054032664,-3.061219974,-3.072867918,-3.088796892,-3.100882397,-3.114511347,-3.127448665,-3.131312638,-3.131049676,-3.139005995,-3.138055854,-3.137757654,-3.122979768,-3.11069939,-3.089946955,-3.075465437,-3.056144518,-3.041320966,-3.023053334,-3.018300213,-3.011751935,-3.017652729,-3.013109256,-3.011952709,-3.011815576,-3.018694354,-3.015948361,-3.028426278
-3.473513989,-3.475370594,-3.44350126,-3.402933848,-3.377050514,-3.406893507,-3.461124738,-3.490627548,-3.497109561,-3.506087291,-3.509441723,-3.527420397,-3.546862218,-3.564487068,-3.573693371,-3.582944005,-3.584406032,-3.585391986,-3.580964238,-3.563614466,-3.541956652,-3.516401141,-3.490464737,-3.48138905,-3.483068866,-3.483133436,-3.476255283,-3.470010073,-3.465767524,-3.465386049,-3.46965704,-3.476284368,-3.488505068,-3.495783107,-3.492772085,-3.478274634,-3.461445933,-3.435814383,-3.417945355,-3.392957636,-3.371991874,-3.346081406,-3.332874856,-3.317099952,-3.309454134,-3.303997897,-3.303150027,-3.302808458,-3.303984814,-3.300086246,-3.294167351,-3.276191072,-3.264519746,-3.251233655,-3.230469764,-3.209081711,-3.195038928,-3.201225081,-3.206392557,-3.198896117,-3.179485241,-3.160483949,-3.137299089,-3.109004596,-3.064663318,-3.036034973,-3.00867656,-2.996042612,-2.986271918,-2.984898441,-2.974185179,-2.972482835,-2.973613004,-2.966222708,-2.941407539,-2.925491595,-2.906022546,-2.901580501,-2.894442727,-2.909277865,-2.919262893,-2.925740425,-2.92669249,-2.95718643,-2.981994584,-3.027682748,-3.065686258,-3.105654617,-3.142926904,-3.166391643,-3.190525484,-3.214722217,-3.230508332,-3.226201923,-3.200911867,-3.166741331,-3.127558322,-3.078762904,-3.070154476,-3.065337739,-3.060756545,-3.066424951,-3.076463871,-3.094399722,-3.107800366,-3.121288751,-3.1338401,-3.138329071,-3.144049188,-3.161533424,-3.167697965,-3.171389545,-3.156427312,-3.141372646,-3.112640447,-3.090471751,-3.063358981,-3.041356526,-3.02125456,-3.019266671,-3.018812862,-3.024020046,-3.015319934,-3.010592706,-3.006831854,-3.009451553,-3.00198915,-3.01770567
